module,type,name,res_id,src,value,comments
base,model,"ir.module.module,description",base.module_link_tracker,"
Create short and trackable URLs.
=====================================================

        ","
Crear URLs cortas y rastreable.
=============================",
base,model,"ir.module.module,description",base.module_event_sale,"
Creating registration with sales orders.
========================================

This module allows you to automate and connect your registration creation with
your main sale flow and therefore, to enable the invoicing feature of registrations.

It defines a new kind of service products that offers you the possibility to
choose an event category associated with it. When you encode a sales order for
that product, you will be able to choose an existing event of that category and
when you confirm your sales order it will automatically create a registration for
this event.
","
Crear registros con los pedidos.
========================================

Este módulo permite automatizar y conectar la creación del registro con su flujo de venta
principal y, por tanto, disponer de la opción de facturación de los registros.

Indica un nuevo tipo de productos de servicio que le ofrece la posibilidad de
elegir una categoría de un evento asociado a este. Cuando codifique un pedido para
ese producto, podrá elegir un evento existente de esa categoría y,
cuando confirme su pedido automáticamente, se creará un registro para
este evento.
",
base,model,"ir.module.module,description",base.module_l10n_hr,"
Croatian localisation.
======================

Author: Goran Kliska, Slobodni programi d.o.o., Zagreb
        https://www.slobodni-programi.hr

Contributions:
  Tomislav Bošnjaković, Storm Computers: tipovi konta
  Ivan Vađić, Slobodni programi: tipovi konta

Description:

Croatian Chart of Accounts (RRIF ver.2012)

RRIF-ov računski plan za poduzetnike za 2012.
Vrste konta
Kontni plan prema RRIF-u, dorađen u smislu kraćenja naziva i dodavanja analitika
Porezne grupe prema poreznoj prijavi
Porezi PDV obrasca
Ostali porezi
Osnovne fiskalne pozicije

Izvori podataka:
 https://www.rrif.hr/dok/preuzimanje/rrif-rp2011.rar
 https://www.rrif.hr/dok/preuzimanje/rrif-rp2012.rar

","
Croatian localisation.
======================

Author: Goran Kliska, Slobodni programi d.o.o., Zagreb
 https://www.slobodni-programi.hr

Contributions:
 Tomislav Bošnjaković, Storm Computers: tipovi konta
 Ivan Vađić, Slobodni programi: tipovi konta

Description:

Croatian Chart of Accounts (RRIF ver.2012)

RRIF-ov računski plan za poduzetnike za 2012.
Vrste konta
Kontni plan prema RRIF-u, dorađen u smislu kraćenja naziva i dodavanja analitika
Porezne grupe prema poreznoj prijavi
Porezi PDV obrasca
Ostali porezi
Osnovne fiskalne pozicije

Izvori podataka:
 https://www.rrif.hr/dok/preuzimanje/rrif-rp2011.rar
 https://www.rrif.hr/dok/preuzimanje/rrif-rp2012.rar
",
base,model,"ir.module.module,description",base.module_l10n_de,"
Dieses  Modul beinhaltet einen deutschen Kontenrahmen basierend auf dem SKR03.
==============================================================================

German accounting chart and localization.
    ","
Plan de cuentas y localización alemana.
===============================
    ",
base,model,"ir.module.module,description",base.module_l10n_de_skr03,"
Dieses  Modul beinhaltet einen deutschen Kontenrahmen basierend auf dem SKR03.
==============================================================================

German accounting chart and localization.
    ","
Plan de cuentas y localización alemana.
===============================
    ",
base,model,"ir.module.module,description",base.module_l10n_de_skr04,"
Dieses  Modul beinhaltet einen deutschen Kontenrahmen basierend auf dem SKR04.
==============================================================================

German accounting chart and localization.
    ","
Dieses  Modul beinhaltet einen deutschen Kontenrahmen basierend auf dem SKR04.
==============================================================================

Plan contable y localización para Alemania.
    ",
base,model,"ir.module.module,description",base.module_website_sale_management,"
Display orders to invoice in website dashboard.
","
Mostrar los pedidos para facturar en el tablero de la web.
",
base,model,"ir.module.module,description",base.module_l10n_it_edi,"
E-invoice implementation
    ","
Implementación E-invoice
    ",
base,model,"ir.module.module,description",base.module_hw_escpos,"
ESC/POS Hardware Driver
=======================

This module allows Odoo to print with ESC/POS compatible printers and
to open ESC/POS controlled cashdrawers in the point of sale and other modules
that would need such functionality.

","
Controlador de hardware ESC/POS
=======================

Este módulo permite a Odoo usar impresoras compatibles con ESC/POS y
abrir las cajas registradoras controladas con ESC/POS en el punto de venta y en otros
módulos que necesiten esa funcionalidad.
",
base,model,"ir.module.module,description",base.module_l10n_eu_service,"
EU Mini One Stop Shop (MOSS) VAT for telecommunications, broadcasting and electronic services
=============================================================================================

As of January 1rst, 2015, telecommunications, broadcasting
and electronic services sold within the European Union
have to be always taxed in the country where the customer
belongs. In order to simplify the application of this EU
directive, the Mini One Stop Shop (MOSS) registration scheme
allows businesses to make a unique tax declaration.

This module makes it possible by helping with the creation
of the required EU fiscal positions and taxes in order to
automatically apply and record the required taxes.

This module installs a wizard to help setup fiscal positions
and taxes for selling electronic services inside EU.

The wizard lets you select:
 - the EU countries to which you are selling these
   services
 - your national VAT tax for services, to be mapped
   to the target country's tax
 - optionally: a template fiscal position, in order
   to copy the account mapping. Should be your
   existing B2C Intra-EU fiscal position. (defaults
   to no account mapping)
 - optionally: an account to use for collecting the
   tax amounts (defaults to the account used by your
   national VAT tax for services)

It creates the corresponding fiscal positions and taxes,
automatically applicable for EU sales with a customer
in the selected countries.
The wizard can be run again for adding more countries.

The wizard creates a separate Chart of Taxes for collecting the
VAT amounts of the MOSS declaration, so extracting the MOSS
data should be easy.
Look for a Chart of Taxes named ""EU MOSS VAT Chart"" in the
Taxes Report menu (Generic Accounting Report).

References
++++++++++
- Directive 2008/8/EC
- Council Implementing Regulation (EU) No 1042/2013

    ","
EU Mini One Stop Shop (MOSS) VAT for telecommunications, broadcasting and electronic services
=============================================================================================

As of January 1rst, 2015, telecommunications, broadcasting
and electronic services sold within the European Union
have to be always taxed in the country where the customer
belongs. In order to simplify the application of this EU
directive, the Mini One Stop Shop (MOSS) registration scheme
allows businesses to make a unique tax declaration.

This module makes it possible by helping with the creation
of the required EU fiscal positions and taxes in order to
automatically apply and record the required taxes.

This module installs a wizard to help setup fiscal positions
and taxes for selling electronic services inside EU.

The wizard lets you select:
 - the EU countries to which you are selling these
   services
 - your national VAT tax for services, to be mapped
   to the target country's tax
 - optionally: a template fiscal position, in order
   to copy the account mapping. Should be your
   existing B2C Intra-EU fiscal position. (defaults
   to no account mapping)
 - optionally: an account to use for collecting the
   tax amounts (defaults to the account used by your
   national VAT tax for services)

It creates the corresponding fiscal positions and taxes,
automatically applicable for EU sales with a customer
in the selected countries.
The wizard can be run again for adding more countries.

The wizard creates a separate Chart of Taxes for collecting the
VAT amounts of the MOSS declaration, so extracting the MOSS
data should be easy.
Look for a Chart of Taxes named ""EU MOSS VAT Chart"" in the
Taxes Report menu (Generic Accounting Report).

References
++++++++++
- Directive 2008/8/EC
- Council Implementing Regulation (EU) No 1042/2013

    ",
base,model,"ir.module.module,description",base.module_utm,"
Enable UTM trackers in shared links.
=====================================================
        ","
Activar rastreadores UTM en enlaces compartidos.
================================================",
base,model,"ir.module.module,description",base.module_base_address_extended,"
Extended Addresses Management
=============================

This module holds all extra fields one may need to manage accurately addresses.

For example, in legal reports, some countries need to split the street into several fields,
with the street name, the house number, and room number.
        ","
Gestión de la ampliación de las direcciones
=============================

Este módulo contiene todos los campos extra que se pueden necesitar para gestionar las direcciones de manera precisa.

Por ejemplo, en los informes jurídicos algunos países necesitan dividir las calles en varios
campos, con el nombre de la calle, el número de la casa y el número de la habitación.",
base,model,"ir.module.module,description",base.module_hw_blackbox_be,"
Fiscal Data Module Hardware Driver
==================================

This module allows a Point Of Sale client to communicate with a
connected Belgian Fiscal Data Module.

This module does **not** turn an Odoo Point Of Sale module into a certified
Belgian cash register. It allows the communication on with a certified Fiscal
Data Module but will not modify the behaviour of the Point of Sale.
","
Controlador de hardware del módulo de datos fiscales
===================================================

Este módulo permite a un cliente de punto de venta comunicarse con un
""Módulo de datos fiscales belga"".

Este módulo ** no ** convierte un módulo Odoo TPV en una
Caja Registradora belga.  Permite la comunicación con un "" Módulo de datos fiscales belga""
pero no modificará el comportamiento del TPV.
",
base,model,"ir.module.module,description",base.module_l10n_fr_hr_payroll,"
French Payroll Rules.
=====================

    - Configuration of hr_payroll for French localization
    - All main contributions rules for French payslip, for 'cadre' and 'non-cadre'
    - New payslip report

TODO:
-----
    - Integration with holidays module for deduction and allowance
    - Integration with hr_payroll_account for the automatic account_move_line
      creation from the payslip
    - Continue to integrate the contribution. Only the main contribution are
      currently implemented
    - Remake the report under webkit
    - The payslip.line with appears_in_payslip = False should appears in the
      payslip interface, but not in the payslip report
    ","
Reglas para nómina de pagos francesa
===============================

    - Configuración de hr_payroll para la localización en francés.
    - Todas las reglas de contribución principales para el recibo en francés, tanto para personal de cuadro o no.
    - Nuevo libro de sueldos.

A hacer:
------
- Integración con módulo de vacaciones para deducción y permiso
- Integración con hr_payroll_account para la creación automática de account_move_line desde el recibo de sueldo. Continúe para integrar la contribución. Solo las contribuciones principales
 son implementadas actualmente
Rehaga el reporte bajo webkit
- La payslip.line con appears_in_payslip = False debería aparecer en la interfaz del recibo de sueldo, y no en el informe del recibo de sueldo ",
base,model,"ir.module.module,description",base.module_gamification,"
Gamification process
====================
The Gamification module provides ways to evaluate and motivate the users of Odoo.

The users can be evaluated using goals and numerical objectives to reach.
**Goals** are assigned through **challenges** to evaluate and compare members of a team with each others and through time.

For non-numerical achievements, **badges** can be granted to users. From a simple ""thank you"" to an exceptional achievement, a badge is an easy way to exprimate gratitude to a user for their good work.

Both goals and badges are flexibles and can be adapted to a large range of modules and actions. When installed, this module creates easy goals to help new users to discover Odoo and configure their user profile.
","
Proceso de gamificación
====================
El módulo de gamificación proporciona formas de evaluar y motivar a los usuarios de Odoo.

Se puede evaluar a los usuarios utilizando metas y objetivos numéricos que tienen que alcanzar.
Los **objetivos** se asignan a través de **desafíos** para evaluar y comparar a los miembros de cada equipo a través del tiempo.

Para los logros no numéricos, se pueden conceder **insignias** a los usuarios. Desde un simple ""gracias"" hasta un logro excepcional, la insignia es un modo sencillo de expresar gratitud a un usuario por su buen trabajo.

Tanto los objetivos como las insignias son flexibles y pueden adaptarse a una amplia variedad de módulos y acciones. Una vez instalado, este módulo crea objetivos sencillos para ayudar a los nuevos usuarios a descubrir Odoo y configurar su perfil de usuario.
",
base,model,"ir.module.module,description",base.module_l10n_uy,"
General Chart of Accounts.
==========================

Provide Templates for Chart of Accounts, Taxes for Uruguay.

","
Plan general de cuentas.
====================

Provee plantillas para el plan de cuentas y los impuestos para Uruguay.

",
base,model,"ir.module.module,description",base.module_website_crm,"
Generate leads or opportunities in the CRM app from a contact form published on the Contact us page of your website. This form can be customized thanks to the *Form Builder* module (available in Odoo Enterprise).
    ","
Generate leads or opportunities in the CRM app from a contact form published on the Contact us page of your website. This form can be customized thanks to the *Form Builder* module (available in Odoo Enterprise).
    ",
base,model,"ir.module.module,description",base.module_website_links,"
Generate short links with analytics trackers (UTM) to share your pages through marketing campaigns.
Those trackers can be used in Google Analytics to track clicks and visitors, or in Odoo reports to analyze the efficiency of those campaigns in terms of lead generation, related revenues (sales orders), recruitment, etc.
    ","
Genere enlaces cortos con rastreadores analíticos (UTM) para compartir sus páginas a través de campañas de marketing.
Esos rastreadores se pueden usar en Google Analytics para rastrear clics y visitantes, o en informes de Odoo para analizar la eficiencia de esas campañas en términos de generación de leads, ingresos relacionados (pedidos de ventas), reclutamiento, etc.
    ",
base,model,"ir.module.module,description",base.module_website_form_project,"
Generate tasks in Project app from a form published on your website. This module requires the use of the *Form Builder* module (available in Odoo Enterprise) in order to build the form.
    ","
Generate tasks in Project app from a form published on your website. This module requires the use of the *Form Builder* module (available in Odoo Enterprise) in order to build the form.
    ",
base,model,"ir.module.module,description",base.module_hr_payroll_account,"
Generic Payroll system Integrated with Accounting.
==================================================

    * Expense Encoding
    * Payment Encoding
    * Company Contribution Management
    ","
Sistema de pago genérico de nóminas integrado con contabilidad.
======================================================

    * Codificación de gastos
    * Codificación de pagos
    * Gestión de participación de las empresas
    ",
base,model,"ir.module.module,description",base.module_hw_drivers,"
Hardware Poxy
=============

This module allows you to remotely use peripherals connected to this server.

This modules only contains the enabling framework. The actual devices drivers
are found in other modules that must be installed separately.

","
Hardware Poxy
=============

This module allows you to remotely use peripherals connected to this server.

This modules only contains the enabling framework. The actual devices drivers
are found in other modules that must be installed separately.

",
base,model,"ir.module.module,description",base.module_hw_proxy,"
Hardware Poxy
=============

This module allows you to remotely use peripherals connected to this server.

This modules only contains the enabling framework. The actual devices drivers
are found in other modules that must be installed separately. 

","
Proxy Hardware
==============

Este módulo le permite usar dispositivos conectados remotamente a este servidor.

Este módulo sólo contiene el framework que habilita la función. Los controladores de dispositivos se encuentran en otros módulos que deben ser instalados por separado. 

",
base,model,"ir.module.module,description",base.module_base_import_module,"
Import a custom data module
===========================

This module allows authorized users to import a custom data module (.xml files and static assests)
for customization purpose.
","
Importa un módulo de datos personalizado
========================================

Este módulo permite importar a los usuarios autorizados un módulo de datos personalizado (archivos .xml y recursos estáticos)
con fines de personalización.
",
base,model,"ir.module.module,description",base.module_l10n_cn,"
Includes the following data for the Chinese localization
========================================================

Account Type/科目类型

State Data/省份数据

    ","
Includes the following data for the Chinese localization
========================================================

Account Type/科目类型

State Data/省份数据

    ",
base,model,"ir.module.module,description",base.module_l10n_cn_city,"
Includes the following data for the Chinese localization
========================================================

City Data/城市数据

    ","
Incluye los siguientes datos para la localización de China
========================================================

Datos de la Ciudad/城市数据

    ",
base,model,"ir.module.module,description",base.module_l10n_cn_standard,"
Including the following data in the Accounting Standards for Business Enterprises
包含企业会计准则以下数据

* Chart of Accounts
* 科目表模板

* Account templates
* 科目模板

* Tax templates
* 税金模板

    ","
Incluir los siguientes datos de las normas de contabilidad para las empresas
包含企业会计准则以下数据

* Gráfico de cuentas
* 科目表模板

* Plantillas de cuentas
* 科目模板

* Plantillas de impuestos
* 税金模板",
base,model,"ir.module.module,description",base.module_l10n_in,"
Indian Accounting: Chart of Account.
====================================

Indian accounting chart and localization.

Odoo allows to manage Indian Accounting by providing Two Formats Of Chart of Accounts i.e Indian Chart Of Accounts - Standard and Indian Chart Of Accounts - Schedule VI.

Note: The Schedule VI has been revised by MCA and is applicable for all Balance Sheet made after
31st March, 2011. The Format has done away with earlier two options of format of Balance
Sheet, now only Vertical format has been permitted Which is Supported By Odoo.
  ","
Contabilidad india: Gráfico de cuentas
====================================
Gráfico de cuentas y localización indios.

Odoo permite gestionar la contabilidad india proporcionando dos formatos de gráfico de cuentas: gráfico de cuentas estándar y gráfico de cuentas indio - Programa VI.

Nota: El Programa VI ha sido revisado por MCA y se aplica a todos los balances realizados después del 
31 de marzo de 2011. El formato sustituye las dos opciones anteriores de formato del balance;
ahora solo se permite el formato vertical, que es el admitido por Odoo.",
base,model,"ir.module.module,description",base.module_l10n_in_schedule6,"
Indian Accounting: Chart of Account.
====================================

Indian accounting chart and localization.

Schedule VI chart of account for indian accounting.

Note: The Schedule VI has been revised by MCA and is applicable for all Balance Sheet made after
31st March, 2011. The Format has done away with earlier two options of format of Balance
Sheet, now only Vertical format has been permitted Which is Supported By OpenERP.
  ","
Contabilidad india: Gráfico de cuentas.
====================================

Gráfico de cuentas y localización indios.

Gráfico de cuentas del Programa VI para la contabilidad india. 

Nota: El Programa VI ha sido revisado por MCA y se aplica a todos los balances realizados después del
31 de marzo de 2011. El formato sustituye las dos opciones anteriores de formato del balance;
ahora solo se permite el formato vertical, que es el admitido por OpenERP.",
base,model,"ir.module.module,description",base.module_l10n_in_hr_payroll,"
Indian Payroll Salary Rules.
============================

    -Configuration of hr_payroll for India localization
    -All main contributions rules for India payslip.
    * New payslip report
    * Employee Contracts
    * Allow to configure Basic / Gross / Net Salary
    * Employee PaySlip
    * Allowance / Deduction
    * Integrated with Leaves Management
    * Medical Allowance, Travel Allowance, Child Allowance, ...
    - Payroll Advice and Report
    - Yearly Salary by Head and Yearly Salary by Employee Report
    ","
Normas salariales indias.
============================

- Configuración de hr_payroll para la localización india
- Todas las normas de contribución principales para las nóminas indias. 
* Nuevo informe de nóminas 
* Contratos de los empleados 
* Permite configurar el salario base/bruto/neto 
* Nóminas de los empleados 
* Prestaciones/deducciones 
* Integrado con la gestión de las ausencias 
* Gastos médicos, de viajes, por cuidado de niños... 
- Asesoramiento salarial e informes 
- Salarios anuales por persona y salarios anuales por informe de empleado",
base,model,"ir.module.module,description",base.module_google_drive,"
Integrate google document to Odoo record.
============================================

This module allows you to integrate google documents to any of your Odoo record quickly and easily using OAuth 2.0 for Installed Applications,
You can configure your google Authorization Code from Settings > Configuration > General Settings by clicking on ""Generate Google Authorization Code""
","
Integrar los documentos de Google con los registros de Odoo
============================================

Este módulo permite integrar los documentos de Google en cualquiera de sus registros de Odoo de manera rápida y fácil usando OAuth 2.0 para las aplicaciones instaladas.
Puede configurar su código de autorización de Google desde Configuración > Configuración general clicando en ""Generar código de autorización de Google""
",
base,model,"ir.module.module,description",base.module_account,"
Invoicing & Payments
====================
The specific and easy-to-use Invoicing system in Odoo allows you to keep track of your accounting, even when you are not an accountant. It provides an easy way to follow up on your vendors and customers.

You could use this simplified accounting in case you work with an (external) account to keep your books, and you still want to keep track of payments. This module also offers you an easy method of registering payments, without having to encode complete abstracts of account.
    ","
Facturación y pagos por vales contables y recibos
=====================================================
El sistema de facturación en Odoo, específico y fácil de usar, le permite hacer el seguimiento de su contabilidad, aún cuando usted no sea un contable. Le proporciona una manera fácil de seguir las operaciones con sus proveedores y clientes.

Usted podría utilizar esta contabilidad simplificada en el caso de que trabaje con un contable externo que le lleve sus libros contables, pero desee hacer el seguimiento de los pagos usted mismo.

El sistema de facturación incluye recibos y vales (una manera fácil de hacer el seguimiento de ventas y compras). También proporciona una formas sencilla de registrar los pagos, sin necesidad de codificar resúmenes completos de cuentas.

    ",
base,model,"ir.module.module,description",base.module_hw_posbox_homepage,"
IoT Box Homepage
================

This module overrides Odoo web interface to display a simple
Homepage that explains what's the iotbox and shows the status,
and where to find documentation.

If you activate this module, you won't be able to access the 
regular Odoo interface anymore.

","
IoT Box Homepage
================

This module overrides Odoo web interface to display a simple
Homepage that explains what's the iotbox and shows the status,
and where to find documentation.

If you activate this module, you won't be able to access the 
regular Odoo interface anymore.

",
base,model,"ir.module.module,description",base.module_stock_landed_costs,"
Landed Costs Management
=======================
This module allows you to easily add extra costs on pickings and decide the split of these costs among their stock moves in order to take them into account in your stock valuation.
    ","
Gestión de costes en destino
============================

Este módulo le permite añadir fácilmente costes extra en los albaranes y decidir el reparto de estos costes entre los movimientos de existencia para tenerlo en cuenta en la valoración de existencias.
    ",
base,model,"ir.module.module,description",base.module_crm_project,"
Lead to Tasks
=============

Link module to map leads to tasks
        ","
De iniciativa a tareas
=============

Módulo de enlace para mapear las iniciativas en las tareas",
base,model,"ir.module.module,description",base.module_board,"
Lets the user create a custom dashboard.
========================================

Allows users to create custom dashboard.
    ","
Deja al usuario crear un tablero personalizado.
========================================

Permite al usuario crear un tablero personalizado.
    ",
base,model,"ir.module.module,description",base.module_im_livechat,"
Live Chat Support
==========================

Allow to drop instant messaging widgets on any web page that will communicate
with the current server and dispatch visitors request amongst several live
chat operators.
Help your customers with this chat, and analyse their feedback.

        ","
Soporte por chat en vivo
 ==========================

Permite enviar widgets de mensajería instantánea desde cualquier página web que se
comunique con el servidor actual y envía las solicitudes de sus visitas entre los diversos
operadores del chat.
Ayude a sus clientes con este chat y analice sus opiniones.",
base,model,"ir.module.module,description",base.module_stock_dropshipping,"
Manage drop shipping orders
===========================

This module adds a pre-configured Drop Shipping operation type
as well as a procurement route that allow configuring Drop
Shipping products and orders.

When drop shipping is used the goods are directly transferred
from vendors to customers (direct delivery) without
going through the retailer's warehouse. In this case no
internal transfer document is needed.

","
Gestionar el envío de los pedidos
===========================

Este módulo añade un tipo operativo de envío preconfigurado,
así como una ruta  para realizar las adquisiciones que permite configurar los
productos y pedidos del envío.

Cuando se utiliza la opción  de envío, los bienes se transfieren directamente
desde los proveedores a los clientes (entrega directa) sin
pasar por el almacén del distribuidor. En este caso, no
se necesita ningún documento de transferencia interna.
",
base,model,"ir.module.module,description",base.module_hr_expense,"
Manage expenses by Employees
============================

This application allows you to manage your employees' daily expenses. It gives you access to your employees’ fee notes and give you the right to complete and validate or refuse the notes. After validation it creates an invoice for the employee.
Employee can encode their own expenses and the validation flow puts it automatically in the accounting after validation by managers.


The whole flow is implemented as:
---------------------------------
* Draft expense
* Submitted by the employee to his manager
* Approved by his manager
* Validation by the accountant and accounting entries creation

This module also uses analytic accounting and is compatible with the invoice on timesheet module so that you are able to automatically re-invoice your customers' expenses if your work by project.
    ","
Gestionar gastos por empleado 
=============================

Esta aplicación le permite gestionar los gastos diarios de sus empleados. Le permite acceder a las notas de gastos concediéndole permisos para validarlas o rechazarlas. Una vez validada se crea la factura para el empleado.
Los empleados pueden introducir sus propios gastos que se registrarán automáticamente en la contabilidad una vez validados por los responsables.

El flujo completo:
----------------------
* Gasto en borrador
* Confirmación y envío de la hoja por el empleado
* Validación por su responsable
* Validación por el contable y creación de asiento contable

Este módulo también utiliza la contabilidad analítica y es compatible con el módulo de facturación de partes de empleado por lo que es posible facturar los gastos a sus clientes si está trabajando por proyecto.
    ",
base,model,"ir.module.module,description",base.module_hr_holidays,"
Manage leave requests and allocations
=====================================

This application controls the leave schedule of your company. It allows employees to request leaves. Then, managers can review requests for leaves and approve or reject them. This way you can control the overall leave planning for the company or department.

You can configure several kinds of leaves (sickness, paid days, ...) and allocate leaves to an employee or department quickly using leave allocation. An employee can also make a request for more days off by making a new Leave allocation. It will increase the total of available days for that leave type (if the request is accepted).

You can keep track of leaves in different ways by following reports:

* Leaves Summary
* Leaves by Department
* Leaves Analysis

A synchronization with an internal agenda (Meetings of the CRM module) is also possible in order to automatically create a meeting when a leave request is accepted by setting up a type of meeting in Leave Type.
","
Gestiona ausencias y solicitudes de asignación
====================================

Esta aplicación controla la planificación de vacaciones de su compañía. Permite a los empleados solicitar vacaciones. Luego, los responsables pueden revisar las solicitudes de vacaciones y aprobarlas o rechazarlas. De esta manera usted puede controlar en conjunto la planificación de las vacaciones para una compañía o departamento.

Puede configurar distintos tipos de ausencias (enfermedad, vacaciones, días compensatorios, ...) y distribuirlas para un empleado o departamento rápidamente usando las solicitudes de asignación. Un empleado puede también hacer una petición para más días creando una nueva asignación. Esto incrementará el total de días disponibles para ese tipo de ausencia (si la petición es aceptada).

Puede seguir las ausencias de diferentes maneras con los siguientes informes: 

* Resumen de ausencias
* Ausencias por departamento
* Análisis de ausencias

También es posible la sincronización con la agenda interna (Reuniones del módulo de CRM) de cara a crear automáticamente una reunión cuando se acepta una solicitud de vacaciones, configurando un tipo reunión como tipo de ausencia.
",
base,model,"ir.module.module,description",base.module_sale_management,"
Manage sales quotations and orders
==================================

This application allows you to manage your sales goals in an effective and efficient manner by keeping track of all sales orders and history.

It handles the full sales workflow:

* **Quotation** -> **Sales order** -> **Invoice**

Preferences (only with Warehouse Management installed)
------------------------------------------------------

If you also installed the Warehouse Management, you can deal with the following preferences:

* Shipping: Choice of delivery at once or partial delivery
* Invoicing: choose how invoices will be paid
* Incoterms: International Commercial terms


With this module you can personnalize the sales order and invoice report with
categories, subtotals or page-breaks.

The Dashboard for the Sales Manager will include
------------------------------------------------
* My Quotations
* Monthly Turnover (Graph)
    ","
Manage sales quotations and orders
==================================

This application allows you to manage your sales goals in an effective and efficient manner by keeping track of all sales orders and history.

It handles the full sales workflow:

* **Quotation** -> **Sales order** -> **Invoice**

Preferences (only with Warehouse Management installed)
------------------------------------------------------

If you also installed the Warehouse Management, you can deal with the following preferences:

* Shipping: Choice of delivery at once or partial delivery
* Invoicing: choose how invoices will be paid
* Incoterms: International Commercial terms


With this module you can personnalize the sales order and invoice report with
categories, subtotals or page-breaks.

The Dashboard for the Sales Manager will include
------------------------------------------------
* My Quotations
* Monthly Turnover (Graph)
    ",
base,model,"ir.module.module,description",base.module_sale_stock,"
Manage sales quotations and orders
==================================

This module makes the link between the sales and warehouses management applications.

Preferences
-----------
* Shipping: Choice of delivery at once or partial delivery
* Invoicing: choose how invoices will be paid
* Incoterms: International Commercial terms

","
Manage sales quotations and orders
==================================

This module makes the link between the sales and warehouses management applications.

Preferences
-----------
* Shipping: Choice of delivery at once or partial delivery
* Invoicing: choose how invoices will be paid
* Incoterms: International Commercial terms

",
base,model,"ir.module.module,description",base.module_website_sale_stock,"
Manage the inventory of your products and display their availability status in your eCommerce store.
In case of stockout, you can decide to block further sales or to keep selling.
A default behavior can be selected in the Website settings.
Then it can be made specific at the product level.
    ","
Administre el inventario de sus productos y muestre su estado de disponibilidad en su tienda de comercio electrónico.
En caso de tener agotados, usted puede decidir bloquear más ventas o seguir vendiendo.
Se puede seleccionar un comportamiento predeterminado en la configuración del sitio web.
Luego se puede concretar a nivel de producto
    ",
base,model,"ir.module.module,description",base.module_mass_mailing_event,"
Mass mail event attendees
=========================

Bridge module adding UX requirements to ease mass mailing of event attendees.
        ","
Correos electrónicos masivos para los asistentes al evento
=========================

Módulo puente que añade los requisitos UX para facilitar el envío masivo de correos electrónicos a los asistentes al evento.",
base,model,"ir.module.module,description",base.module_mass_mailing_event_track,"
Mass mail event track speakers
==============================

Bridge module adding UX requirements to ease mass mailing of event track speakers.
        ","
Correos electrónicos masivos para los ponentes de la sesión del evento
==============================

Módulo puente que añade los requisitos UX para facilitar el envío masivo de correos electrónicos a los ponentes del evento.",
base,model,"ir.module.module,description",base.module_l10n_mx,"
Minimal accounting configuration for Mexico.
============================================

This Chart of account is a minimal proposal to be able to use OoB the
accounting feature of Odoo.

This doesn't pretend be all the localization for MX it is just the minimal
data required to start from 0 in mexican localization.

This modules and its content is updated frequently by openerp-mexico team.

With this module you will have:

 - Minimal chart of account tested in production environments.
 - Minimal chart of taxes, to comply with SAT_ requirements.

.. _SAT: http://www.sat.gob.mx/
    ","
Configuración mínima de la contabilidad de México.
============================================

Este gráfico de cuentas es una propuesta mínima para poder utilizar OoB, la
función de contabilidad de Odoo.

Esto no pretende ser toda la localización de México, sino que son solo los datos
mínimos requeridos para empezar de 0 en la localización mexicana.

Este módulo y su contenido se actualizan con frecuencia por parte del equipo de OpenErp-México.

Con este módulo tendrá:

- Gráfico de cuentas mínimo probado en entornos de producción.
- Gráfico de impuestos mínimo para cumplir con los requisitos del SAT 

.._SAT: http://www.sat.gob.mx/",
base,model,"ir.module.module,description",base.module_analytic,"
Module for defining analytic accounting object.
===============================================

In Odoo, analytic accounts are linked to general accounts but are treated
totally independently. So, you can enter various different analytic operations
that have no counterpart in the general financial accounts.
    ","
Módulo para definir el objeto de contabilidad analítica
===============================================

En Odoo, las cuentas analíticas están vinculadas a las cuentas generales, pero se tratan de
forma totalmente independiente. Por tanto, se pueden introducir varias operaciones
analíticas diferentes que no tengan contrapartida en la contabilidad financiera general.",
base,model,"ir.module.module,description",base.module_resource,"
Module for resource management.
===============================

A resource represent something that can be scheduled (a developer on a task or a
work center on manufacturing orders). This module manages a resource calendar
associated to every resource. It also manages the leaves of every resource.
    ","
Módulo para la gestión de recursos.
===============================

Un recurso representa algo que puede ser planificado (un desarrollador en una tarea o un centro de trabajo en una orden de fabricación). Este módulo gestiona un calendario asociado a cada recurso. También gestiona las ausencias de cada recurso.
    ",
base,model,"ir.module.module,description",base.module_website_mail,"
Module holding mail improvements for website.
It is responsible of comments moderation for published documents (forum, slides, blog, ...)
","
Módulo con mejoras en el correo electrónico del sitio web.
Es responsable de moderar los comentarios de los documentos publicados (foro, presentaciones, blog...)
",
base,model,"ir.module.module,description",base.module_l10n_nz,"
New Zealand Accounting Module
=============================

New Zealand accounting basic charts and localizations.

Also:
    - activates a number of regional currencies.
    - sets up New Zealand taxes.
    ","
Módulo de contabilidad para Nueva Zelanda
==========================================

Plan de cuentas básico y localización de Nueva Zelanda.

También:
- activa una serie de monedas regionales.
- establece los impuestos neozelandeces.",
