module,type,name,res_id,src,value,comments
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,"%m - Month number [01,12].""",,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,"%p - Equivalent of either AM or PM.""",,
base,code,addons/base/models/ir_filters.py,38,%s (copy),,
base,code,addons/base/models/res_partner.py,359,%s (copy),,
base,code,addons/base/models/res_users.py,168,%s (copy),,
base,code,addons/base/models/res_users.py,554,%s (copy),,
base,code,addons/base/models/res_users.py,556,%s (copy),,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,"%w - Weekday number [0(Sunday),6].""",,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,"%y - Year without century [00,99].""",,
base,model_terms,"ir.ui.view,arch_db",base.module_view_kanban,&amp;nbsp;,,
base,code,addons/base/models/ir_fields.py,188,'%s' does not seem to be a number for field '%%(field)s',,
base,code,addons/base/models/ir_fields.py,208,'%s' does not seem to be a valid date for field '%%(field)s',,
base,code,addons/base/models/ir_fields.py,240,'%s' does not seem to be a valid datetime for field '%%(field)s',,
base,code,addons/base/models/ir_fields.py,177,'%s' does not seem to be an integer for field '%%(field)s',,
base,model_terms,"ir.ui.view,arch_db",base.wizard_lang_export,", or your preferred text editor",,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,", readonly",,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,", required",,
base,code,addons/model.py,137,"- Create/update: a mandatory field is not set.
- Delete: another model requires the record being deleted. If possible, archive it instead.",,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,- domain =,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,- field =,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,- groups =,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,- ondelete =,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,- relation =,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,- selection =,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,- size =,,
base,model_terms,"ir.ui.view,arch_db",base.module_form,-This module does not create menu.,,
base,model_terms,"ir.ui.view,arch_db",base.module_form,-This module does not create report.,,
base,model_terms,"ir.ui.view,arch_db",base.module_form,-This module does not create views.,,
base,model_terms,"ir.ui.view,arch_db",base.module_form,-This module does not depends on any other module.,,
base,model_terms,"ir.ui.view,arch_db",base.module_form,-This module does not exclude any other module.,,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,"1. %b, %B         ==&gt; Dec, December",,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,"2. %a ,%A         ==&gt; Fri, Friday",,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,"3. %y, %Y         ==&gt; 08, 2008",,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,"4. %d, %m         ==&gt; 05, 12",,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,5. %H:%M:%S      ==&gt; 18:25:20,,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,6. %I:%M:%S %p  ==&gt; 06:25:20 PM,,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,7. %j              ==&gt; 340,,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,8. %S              ==&gt; 20,,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_form,9. %w              ==&gt; 5 ( Friday is the 6th day),,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_form,<b>Company Address:</b>,,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_short_form,<b>Company Address:</b>,,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,"<code style=""white-space: pre-wrap"">
partner_name = record.name + '_code'
env['res.partner'].create({'name': partner_name})
</code>",,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,<code>Warning</code>: Warning Exception to use with <code>raise</code>,,
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,<code>datetime</code> (Python module),,
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,<code>datetime</code> (Python module),,
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,<code>dateutil</code> (Python module),,
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,<code>dateutil</code> (Python module),,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,<code>env</code>: Odoo Environment on which the action is triggered,,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,"<code>log(message, level='info')</code>:logging function to record debug information in <code>ir.logging</code> table",,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,<code>model</code>: Odoo Model of the record on which the action is triggered; is a void recordset,,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,<code>record</code>: record on which the action is triggered; may be be void,,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,<code>records</code>: recordset of all records on which the action is triggered in multi mode; may be void,,
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,<code>self</code> (the set of records to compute),,
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,<code>self</code> (the set of records to compute),,
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,<code>time</code> (Python module),,
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,<code>time</code> (Python module),,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,"<code>time</code>, <code>datetime</code>, <code>dateutil</code>, <code>timezone</code>: useful Python libraries",,
base,model_terms,"ir.ui.view,arch_db",base.view_res_company_kanban,"<i class=""fa fa-building"" role=""img"" aria-label=""Enterprise"" title=""Enterprise""/>",,
base,model_terms,"ir.ui.view,arch_db",base.view_res_users_kanban,"<i class=""fa fa-circle"" role=""img"" aria-label=""Invalid"" title=""Invalid""/>",,
base,model_terms,"ir.ui.view,arch_db",base.view_res_users_kanban,"<i class=""fa fa-circle"" role=""img"" aria-label=""Ok"" title=""Ok""/>",,
base,model_terms,"ir.ui.view,arch_db",base.view_res_users_kanban,"<i class=""fa fa-envelope"" role=""img"" aria-label=""Login""/>",,
base,model_terms,"ir.ui.view,arch_db",base.view_rule_form,"<i class=""fa fa-info fa-3x text-info float-left"" role=""img"" aria-label=""Info"" title=""Info""/>",,
base,model_terms,"ir.ui.view,arch_db",base.onboarding_container,"<i class=""fa fa-times"" title=""Close the onboarding panel""/>",,
base,model_terms,"ir.ui.view,arch_db",base.onboarding_container,"<span aria-label=""Close"">&amp;times;</span>",,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_form,"<span class=""fa fa-plus-square""/>
                                       Create company",,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_short_form,"<span class=""fa fa-plus-square""/>
                                       Create company",,
base,model_terms,"ir.ui.view,arch_db",base.view_base_module_update,"<span class=""o_form_label"">Click on Update below to start the process...</span>",,
base,model_terms,"ir.ui.view,arch_db",base.view_base_language_install,"<span class=""o_form_label"">The selected language has been successfully installed.
You must change the preferences of the user to view the changes.</span>",,
base,model_terms,"ir.ui.view,arch_db",base.view_base_module_upgrade_install,"<span class=""o_form_label"">The selected modules have been updated / installed !</span>",,
base,model_terms,"ir.ui.view,arch_db",base.view_base_module_upgrade_install,"<span class=""o_form_label"">We suggest to reload the menu tab to see the new menus (Ctrl+T then Ctrl+R).""</span>",,
base,model_terms,"ir.ui.view,arch_db",base.res_config_settings_view_form,"<span class=""searchIcon""><i class=""fa fa-search"" role=""img"" aria-label=""Search"" title=""Search""/></span>",,
base,model_terms,"ir.ui.view,arch_db",base.demo_force_install_form,"<span class=""text-white text-uppercase"">Danger Zone</span>",,
base,model_terms,"ir.ui.view,arch_db",base.sequence_view,"<span colspan=""2"">Current Year with Century: %(year)s</span>
                                <span colspan=""2"">Current Year without Century: %(y)s</span>
                                <span colspan=""2"">Month: %(month)s</span>
                                <span colspan=""2"">Day: %(day)s</span>",,
base,model_terms,"ir.ui.view,arch_db",base.sequence_view,"<span colspan=""2"">Day of the Year: %(doy)s</span>
                                <span colspan=""2"">Week of the Year: %(woy)s</span>
                                <span colspan=""2"">Day of the Week (0:Monday): %(weekday)s</span>",,
base,model_terms,"ir.ui.view,arch_db",base.sequence_view,"<span colspan=""2"">Hour 00-&gt;24: %(h24)s</span>
                                <span colspan=""2"">Hour 00-&gt;12: %(h12)s</span>
                                <span colspan=""2"">Minute: %(min)s</span>
                                <span colspan=""2"">Second: %(sec)s</span>",,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<span>Directory</span>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<span>Module</span>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<span>Name</span>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<span>Object:</span>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<span>Version</span>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<span>Web</span>,,
base,model_terms,"ir.ui.view,arch_db",base.view_currency_kanban,<strong><span>Current Rate: </span></strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Apps</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Attribute</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<strong>Dependencies :</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.view_res_company_kanban,<strong>Email:</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Group</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Idx</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Inherited</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Label</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<strong>Menu :</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Name</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.view_res_company_kanban,<strong>Phone</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<strong>Reports :</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Ro</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Rq</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Seq</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.view_users_form,<strong>The contact linked to this user is still active</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.view_base_module_upgrade,<strong>This operation will permanently erase all data currently stored by the modules!</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Tr</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>Type</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodulereference,<strong>View :</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<strong>XML ID</strong>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<u><strong>Fields</strong></u>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<u><strong>Security</strong></u>,,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,<u><strong>Views</strong></u>,,
base,model,"ir.module.module,description",base.module_barcodes,"==============================
Barcodes module documentation
==============================

This module brings barcode encoding logic and client-side barcode scanning utilities.


Barcodes encoding
==============================

The Barcodes module defines barcode nomenclatures whose rules identify specific type 
of items e.g. products, locations. It contains the following features:

- Patterns to identify barcodes containing a numerical value (e.g. weight, price)
- Definitin of barcode aliases that allow to identify the same product with different barcodes
- Unlimited barcode patterns and definitions,
- Support for encodings EAN-13, EAN-8 and UPC-A

Barcode encodings
-----------------

A barcode is an arbitrary long sequence of ASCII characters. An EAN-13 barcode is a 13 digit
barcode, whose 13th digit is the checksum. 

Simple barcodes and rules
-------------------------

The default nomenclature assumes an EAN-13 encoding for product barcodes. It defines a rule 
for Unit Products whose encoding is EAN-13, and whose pattern is '.', i.e. any barcode 
matches this pattern. Scanning the barcode of a product, say '5410013101703', matches this rule. 
The scanned item is thus identified as a Unit Product, and is retrieved from the product table.

Note: the special character '.' in patterns is matched by any character. To explicitely specify 
the '.' character in a pattern, escape it with '\'. The '\' character has to be escaped as well
('\\') to be explicitely specified.

Let us now suppose that we identify other items with barcodes, say stock locations. We define a
new rule in the nomenclature with the corresponding type (in our example, the type is 'Location'),
and whose pattern is e.g. '414.', that is, any location barcode starts with '414'. Scanning a barcode
location, say '41401', matches this Location rule, and the corresponding location is retrieved from
the location table.

Note: Rules have a sequence field which indicates the order the rules are evaluated (ASC). In our 
previous examples, the Unit Product rule should have a larger sequence that then Location rule, 
because we want the latter one to be evaluated first.

Barcodes with numerical content
--------------------------------

Barcodes may encode numerical content, which is decoded by the barcodes module. To that purpose,
one have to define a new rule for barcodes with numerical content (e.g. barcodes for Weighted 
Products). The numerical content in a pattern is specified between braces (special characters '{' and 
'}'). The content of the braces must be a sequence of 'N's (representing the whole part of the numerical 
content) followed by a sequence of 'D's (representing the decimal part of the numerical content). 
For instance, let us define a new rule for Weighted Products whose pattern is '21.....{NNDDD}.'. Since
we assume EAN-13 encoding for product barcodes, the encoding of this rule should be EAN-13 as well.

Let us now assume that we want to write a barcode for a given Weighted Product, say oranges. We first 
have to define in product oranges a barcode that will match the Weighted Product rule. This barcode 
must start with '21' and be a correct EAN-13 barcode (i.e. the 13th digit must be a correct checksum). 
Moreover, all the numerical content must be set to a '0'. For instance, let us set the barcode to 
'2100001000004'. 

We now want to write a barcode for 2.75kg of oranges. This barcode should be '2100001027506' (the 
numerical content of this barcode is '02750', and the correct checksum is '6'). When scanned, this 
barcode matches the Weighted Product rule (since is starts with '21'). The numerical content is extracted, 
and replaced by a sequence of '0's. The correct checksum is then computed for the obtained barcode 
('2100001000004') and the corresponding product (oranges) is retrieved from product table.

Note: the special characters '{' and '}' in patterns are used to identify numerical content. To 
explicitely specify '{' or '}' in a pattern, they must be escaped.


Strict EAN-13 field of barcode nomenclatures
--------------------------------------------

Many barcode scanners strip the leading zero when scanning EAN-13 barcodes. Barcode nomenclatures
have a boolean field ""Use strict EAN13"". If False, when trying to match a scanned barcode with
a rule whose encoding is EAN-13, if the barcode is of length 12 and, by prepending it by a 0,
the last digit is the correct checksum, we automatically prepend the barcode by 0 and try to
find a match with this new barcode. If ""Use strict EAN13"" is set to True, we look for a pattern
matching the original, 12-digit long, barcode.



Barcodes scanning
==============================

Scanning
--------

Use a USB scanner (that mimics keyboard inputs) in order to work with barcodes in Odoo.
The scanner must be configured to use no prefix and a carriage return or tab as suffix.
The delay between each character input must be less than or equal to 50 milliseconds.
Most barcode scanners will work out of the box.
However, make sure the scanner uses the same keyboard layout as the device it's plugged in.
Either by setting the device's keyboard layout to US QWERTY (default value for most readers)
or by changing the scanner's keyboard layout (check the manual).


Barcode events
------------------------------

When the module barcodes is installed, it instanciate a singleton of the javascript class BarcodeEvents.
The purpose of this component is to listen to keypresses to detect barcodes, then dispatch those barcodes
on core.bus inside a 'barcode_event'.
All keypress events are buffered until there is no more keypress during 50ms or a carriage return / tab is
inputted (because most barcode scanners use this as a suffix).
If the buffered keys looks like a barcode, an event is triggered :
core.bus.trigger('barcode_scanned', barcode);
Otherwise, the keypresses are 'resent'. However, for security reasons, a keypress event programmatically
crafted doesn't trigger native browser behaviors. For this reason, BarcodeEvents doesn't intercept keypresses
whose target is an editable element (eg. input) or when ctrl/cmd/alt is pushed.
To catch keypresses targetting an editable element, it must have the attribute barcode_events=""true"".


Barcode handlers
------------------------------

To keep the web client consistent, components that want to listen to barcode events should include BarcodeHandlerMixin.
It requires method on_barcode_scanned(barcode) to be implemented and exposes methods start_listening and stop_listening
As long as it is the descendant of a View managed by a ViewManager is only listens while the view is attached.


Form view barcode handler
------------------------------

It is possible for a form view to listen to barcode events, handle them client side and/or server-side.
When the barcode is handled server-side, it works like an onchange. The relevant model must include the
BarcodeEventsMixin and redefine method on_barcode_scanned. This method receives the barcode scanned and
the `self` is a pseudo-record representing the content of the form view, just like in @api.onchange methods.
Barcodes prefixed with 'O-CMD' or 'O-BTN' are reserved for special features and are never passed to on_barcode_scanned.
The form view barcode handler can be extended to add client-side handling. Please refer to the (hopefully
well enough) documented file for more informations.


Button barcode handler
------------------------------

Add an attribute 'barcode_trigger' to a button to be able to trigger it by scanning a barcode. Example :
<button name=""validate"" type=""object"" barcode_trigger=""validate""/> will be triggered when a barcode containing
""O-BTN.validate"" is scanned.
",,
base,model,"res.partner.industry,full_name",base.res_partner_industry_A,"A AGRICULTURE, FORESTRY AND FISHING",,
base,code,addons/models.py,3045,A document was modified since you last viewed it (%s:%d),,
base,model_terms,"ir.actions.act_window,help",base.action_res_groups,"A group is a set of functional areas that will be assigned to the user in order to give them access and rights to specific applications and tasks in the system. You can create custom groups or edit the ones existing by default in order to customize the view of the menu that users will be able to see. Whether they can have a read, write, create and delete access right can be managed from here.",,
base,model,"ir.module.module,summary",base.module_hw_posbox_homepage,A homepage for the IoT Box,,
base,model,"ir.module.module,description",base.module_test_exceptions,A module to generate exceptions.,,
base,model,"ir.module.module,description",base.module_test_mimetypes,A module to generate exceptions.,,
base,model,"ir.module.module,description",base.module_test_lint,A module to test Odoo code with various linters.,,
base,model,"ir.module.module,description",base.module_test_impex,A module to test import/export.,,
base,model,"ir.module.module,description",base.module_test_new_api,A module to test the API.,,
base,model,"ir.module.module,description",base.module_test_rpc,A module to test the RPC requests.,,
base,model,"ir.module.module,description",base.module_test_uninstall,A module to test the uninstall feature.,,
base,model,"ir.module.module,description",base.module_test_translation_import,A module to test translation import.,,
base,model,"ir.module.module,description",base.module_test_assetsbundle,A module to verify the Assets Bundle mechanism.,,
base,model,"ir.module.module,description",base.module_test_inherits_depends,A module to verify the inheritance using _inherits in non-original modules.,,
base,model,"ir.module.module,description",base.module_test_inherits,A module to verify the inheritance using _inherits.,,
base,model,"ir.module.module,description",base.module_test_inherit,A module to verify the inheritance.,,
base,model,"ir.module.module,description",base.module_test_limits,A module with dummy methods.,,
base,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__exclude_contact,A user associated to the contact,,
base,selection,"report.paperformat,format",0,A0  5   841 x 1189 mm,,
base,selection,"report.paperformat,format",0,A1  6   594 x 841 mm,,
base,selection,"report.paperformat,format",0,A2  7   420 x 594 mm,,
base,selection,"report.paperformat,format",0,A3  8   297 x 420 mm,,
base,selection,"report.paperformat,format",0,"A4  0   210 x 297 mm, 8.26 x 11.69 inches",,
base,selection,"report.paperformat,format",0,A5  9   148 x 210 mm,,
base,selection,"report.paperformat,format",0,A6  10  105 x 148 mm,,
base,selection,"report.paperformat,format",0,A7  11  74 x 105 mm,,
base,selection,"report.paperformat,format",0,A8  12  52 x 74 mm,,
base,selection,"report.paperformat,format",0,A9  13  37 x 52 mm,,
base,code,addons/fields.py,1825,ASCII characters are required for %s in %s,,
base,model,"ir.model.fields,field_description",base.field_res_partner_title__shortcut,Abbreviation,,
base,model,"ir.model.fields,field_description",base.field_res_company__user_ids,Accepted Users,,
base,model,"ir.model.fields,field_description",base.field_ir_model__access_ids,Access,,
base,model_terms,"ir.ui.view,arch_db",base.ir_access_view_form,Access,,
base,model,"ir.model.fields,field_description",base.field_res_groups__model_access,Access Controls,,
base,model,"ir.model,name",base.model_res_groups,Access Groups,,
base,model,"ir.model.fields,field_description",base.field_res_groups__menu_access,Access Menu,,
base,model,"ir.actions.act_window,name",base.ir_access_act,Access Rights,,
base,model,"ir.ui.menu,name",base.menu_ir_access_act,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.edit_menu_access,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.ir_access_view_form,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.ir_access_view_search,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.ir_access_view_tree,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.view_groups_form,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.view_rule_form,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.view_users_form,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.view_users_simple_form,Access Rights,,
base,model_terms,"ir.ui.view,arch_db",base.view_view_form,Access Rights,,
base,model,"res.groups,name",base.group_erp_manager,Access Rights,,
base,model,"ir.model.fields,field_description",base.field_ir_attachment__access_token,Access Token,,
base,model,"res.groups,name",base.group_private_addresses,Access to Private Addresses,,
base,model,"ir.module.module,shortdesc",base.module_account_analytic_default,Account Analytic Defaults,,
base,model,"ir.module.module,shortdesc",base.module_account_bank_statement_import,Account Bank Statement Import,,
base,model,"ir.module.category,name",base.module_category_localization_account_charts,Account Charts,,
base,model,"ir.model.fields,field_description",base.field_res_partner_bank__partner_id,Account Holder,,
base,model,"ir.model.fields,field_description",base.field_res_partner_bank__acc_holder_name,Account Holder Name,,
base,model,"ir.model.fields,field_description",base.field_res_company__account_no,Account No.,,
base,model,"ir.model.fields,field_description",base.field_res_partner_bank__acc_number,Account Number,,
base,sql_constraint,res.partner.bank,0,Account Number must be unique,,
base,model,"ir.module.module,summary",base.module_account_payment,Account and Payment Link and Portal,,
base,model,"ir.model.fields,help",base.field_res_partner_bank__acc_holder_name,"Account holder name, in case it is different than the name of the Account Holder",,
base,model,"ir.module.category,name",base.module_category_accounting,Accounting,,
base,model,"ir.module.module,shortdesc",base.module_account_accountant,Accounting,,
base,model,"ir.module.category,name",base.module_category_accounting_and_finance,Accounting & Finance,,
base,model,"ir.module.module,shortdesc",base.module_account_test,Accounting Consistency Tests,,
base,model,"ir.module.module,description",base.module_l10n_nl,"Accounting chart for Netherlands
================================

This module is specially made to manage the accounting functionality
according to the Dutch best practice.

This module contains the Dutch Chart of Accounts and the VAT schema.
This schema is made for the most common Companies and therefore suitable
to be used for almost every Company.

The VAT accounts are linked promptly to generate the required reports. Examples
of this reports intercommunitaire transactions.

After installation of this module the configuration will be activated.
Select the Chart of Accounts named ""Netherlands - Accounting"".

Hereafter entering the name of the Company, total digits of Chart of Accounts,
Bank Account Number and the default Currency.

Note: total digits configured by default are 6.
",,
base,model,"ir.module.module,summary",base.module_account_accountant,"Accounting, Taxes, Budgets, Assets...",,
base,selection,"ir.actions.act_url,binding_type",0,Action,,
base,selection,"ir.actions.act_window,binding_type",0,Action,,
base,selection,"ir.actions.act_window_close,binding_type",0,Action,,
base,selection,"ir.actions.actions,binding_type",0,Action,,
base,selection,"ir.actions.client,binding_type",0,Action,,
base,selection,"ir.actions.report,binding_type",0,Action,,
base,selection,"ir.actions.server,binding_type",0,Action,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_window_view__act_window_id,Action,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_todo__action_id,Action,,
base,model,"ir.model.fields,field_description",base.field_ir_filters__action_id,Action,,
base,model,"ir.model.fields,field_description",base.field_ir_ui_menu__action,Action,,
base,model_terms,"ir.ui.view,arch_db",base.action_view,Action,,
base,model_terms,"ir.ui.view,arch_db",base.action_view_search,Action,,
base,model_terms,"ir.ui.view,arch_db",base.action_view_tree,Action,,
base,model_terms,"ir.ui.view,arch_db",base.view_window_action_search,Action,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_url__help,Action Description,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_window__help,Action Description,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_window_close__help,Action Description,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_actions__help,Action Description,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_client__help,Action Description,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_report__help,Action Description,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_server__help,Action Description,,
base,model,"ir.model.fields,field_description",base.field_ir_cron__help,Action Description,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_url__name,Action Name,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_window__name,Action Name,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_client__name,Action Name,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_server__name,Action Name,,
base,model,"ir.model.fields,field_description",base.field_ir_cron__name,Action Name,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_url__target,Action Target,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_server__state,Action To Do,,
base,model,"ir.model.fields,field_description",base.field_ir_cron__state,Action To Do,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_url__type,Action Type,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_window__type,Action Type,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_window_close__type,Action Type,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_actions__type,Action Type,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_client__type,Action Type,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_report__type,Action Type,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_server__type,Action Type,,
base,model,"ir.model.fields,field_description",base.field_ir_cron__type,Action Type,,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_search,Action Type,,
base,model,"ir.model,name",base.model_ir_actions_act_url,Action URL,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_url__url,Action URL,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_window__usage,Action Usage,,
base,model,"ir.model,name",base.model_ir_actions_act_window,Action Window,,
base,model,"ir.model,name",base.model_ir_actions_act_window_close,Action Window Close,,
base,model,"ir.model,name",base.model_ir_actions_act_window_view,Action Window View,,
base,model,"ir.actions.act_window,name",base.ir_sequence_actions,Actions,,
base,model,"ir.model,name",base.model_ir_actions_actions,Actions,,
base,model,"ir.ui.menu,name",base.menu_ir_sequence_actions,Actions,,
base,model,"ir.ui.menu,name",base.next_id_6,Actions,,
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,Actions,,
base,model,"ir.model.fields,field_description",base.field_ir_attachment__active,Active,,
base,model,"ir.model.fields,field_description",base.field_ir_cron__active,Active,,
base,model,"ir.model.fields,field_description",base.field_ir_filters__active,Active,,
base,model,"ir.model.fields,field_description",base.field_ir_mail_server__active,Active,,
base,model,"ir.model.fields,field_description",base.field_ir_model_access__active,Active,,
base,model,"ir.model.fields,field_description",base.field_ir_rule__active,Active,,
base,model,"ir.model.fields,field_description",base.field_ir_sequence__active,Active,,
base,model,"ir.model.fields,field_description",base.field_ir_ui_menu__active,Active,,
base,model,"ir.model.fields,field_description",base.field_ir_ui_view__active,Active,,
base,model,"ir.model.fields,field_description",base.field_res_bank__active,Active,,
base,model,"ir.model.fields,field_description",base.field_res_currency__active,Active,,
base,model,"ir.model.fields,field_description",base.field_res_lang__active,Active,,
base,model,"ir.model.fields,field_description",base.field_res_partner__active,Active,,
base,model,"ir.model.fields,field_description",base.field_res_partner_category__active,Active,,
base,model,"ir.model.fields,field_description",base.field_res_partner_industry__active,Active,,
base,model,"ir.model.fields,field_description",base.field_res_users__active,Active,,
base,model_terms,"ir.ui.view,arch_db",base.res_lang_search,Active,,
base,model_terms,"ir.ui.view,arch_db",base.view_currency_search,Active,,
base,model_terms,"ir.ui.view,arch_db",base.view_view_search,Active,,
base,model,"ir.model.fields,field_description",base.field_ir_sequence__number_next_actual,Actual Next Number,,
base,model,"ir.model.fields,field_description",base.field_ir_sequence_date_range__number_next_actual,Actual Next Number,,
base,model,"ir.module.module,summary",base.module_mail_bot,Add OdooBot in discussions,,
base,model,"ir.module.module,summary",base.module_transifex,Add a link to edit a translation in Transifex,,
